features,dataset,query,ref,corr,fa,miss,p_fa,p_miss,mtwv
wav2vec2-large-xlsr-53_transformer-L11,eng-mav,relationship,3,3,84,0,0.0180296200901481,0,0.9371806677790933
wav2vec2-large-xlsr-53_transformer-L11,eng-mav,relevance,7,6,6,1,0.001288659793814433,0.1428571428571429,0.8526528708146599
wav2vec2-large-xlsr-53_transformer-L11,eng-mav,relevant,9,8,22,1,0.004727116458960034,0.11111111111111116,0.8724185307894083
wav2vec2-large-xlsr-53_transformer-L11,eng-mav,remember,2,0,0,2,0,1,0
wav2vec2-large-xlsr-53_transformer-L11,eng-mav,representation,2,2,81,0,0.01738197424892704,0,0.939437214453828
wav2vec2-large-xlsr-53_transformer-L11,eng-mav,research,24,4,4,20,8.587376556462001e-4,0.8333333333333334,0.1636746276879797
wav2vec2-large-xlsr-53_transformer-L11,eng-mav,retrieval,110,45,3,65,6.49772579597141e-4,0.5909090909090908,0.4068269523718182
wav2vec2-large-xlsr-53_transformer-L11,eng-mav,scheme,1,1,2,0,4.2909246942716153e-4,0,0.998504943406702
wav2vec2-large-xlsr-53_transformer-L11,eng-mav,searching,6,6,346,0,0.0743127147766323,0,0.7410774550739632
wav2vec2-large-xlsr-53_transformer-L11,eng-mav,semantic,11,10,67,1,0.014402407566638005,0.09090909090909094,0.8589096173506625
wav2vec2-large-xlsr-53_transformer-L11,eng-mav,similarity,2,2,6,0,0.0012875536480686696,0,0.9955138677373206
wav2vec2-large-xlsr-53_transformer-L11,eng-mav,somebody,10,10,8,0,0.0017196904557179708,0,0.9940082039713138
wav2vec2-large-xlsr-53_transformer-L11,eng-mav,something,24,20,222,4,0.04782421370099095,0.16666666666666663,0.6667028023701316
wav2vec2-large-xlsr-53_transformer-L11,eng-mav,specific,15,15,503,0,0.1082418764794491,0,0.6228604726678406
wav2vec2-large-xlsr-53_transformer-L11,eng-mav,stage,1,1,100,0,0.021454623471358077,0,0.9252471703350997
wav2vec2-large-xlsr-53_transformer-L11,eng-mav,standard,7,7,39,0,0.008378088077336197,0,0.9708088192832312
wav2vec2-large-xlsr-53_transformer-L11,eng-mav,student,2,1,65,1,0.01394550525638275,0.5,0.45141066071781477
wav2vec2-large-xlsr-53_transformer-L11,eng-mav,system,101,60,8,41,0.001738374619730552,0.40594059405940597,0.5880025099985149
wav2vec2-large-xlsr-53_transformer-L11,eng-mav,task,63,3,6,60,0.00128783000643915,0.9523809523809523,0.04313195246041146
wav2vec2-large-xlsr-53_transformer-L11,eng-mav,technology,11,11,8,0,0.0017200602021070737,0,0.9940069156900778
wav2vec2-large-xlsr-53_transformer-L11,eng-mav,things,24,22,128,2,0.027586206896551724,0.08333333333333337,0.8205499938202941
wav2vec2-large-xlsr-53_transformer-L11,eng-mav,together,14,13,31,1,0.006668100666810067,0.0714285714285714,0.9053382362481094
wav2vec2-large-xlsr-53_transformer-L11,eng-mav,topical,1,1,133,0,0.02853464921690624,0,0.9005787365456825
wav2vec2-large-xlsr-53_transformer-L11,eng-mav,transcribe,1,1,52,0,0.011156404205106201,0,0.9611285285742518
wav2vec2-large-xlsr-53_transformer-L11,eng-mav,translate,2,2,476,0,0.10214592274678111,0,0.644100173827434
wav2vec2-large-xlsr-53_transformer-L11,eng-mav,typically,35,35,47,0,0.010157769613140263,0,0.9646080005701303
wav2vec2-large-xlsr-53_transformer-L11,eng-mav,understand,8,8,28,0,0.006016330038676407,0,0.9790377260552067
wav2vec2-large-xlsr-53_transformer-L11,eng-mav,university,6,2,1,4,2.1459227467811158e-4,0.6666666666666667,0.33258564462288664
wav2vec2-large-xlsr-53_transformer-L11,eng-mav,various,28,28,168,0,0.03625377643504532,0,0.8736835266218367
wav2vec2-large-xlsr-53_transformer-L11,eng-mav,well,83,1,5,82,0.001072731173567904,0.9879518072289156,0.008310551287839307
wav2vec2-large-xlsr-53_transformer-L11,eng-mav,whatever,3,3,42,0,0.00901481004507405,0,0.9685903338895466
wav2vec2-large-xlsr-53_transformer-L11,eng-mav,whether,9,9,278,0,0.059746400171932085,0,0.7918298365335656
wav2vec2-large-xlsr-53_transformer-L11,eng-mav,write,1,1,470,0,0.10083673031538297,0,0.6486617005749685
20210225-Large-0FT_transformer-L11,gbb-lg,ahene_AR_25307362,16,15,51,1,0.018895887365690995,0.0625,0.8716623938774616
20210225-Large-0FT_transformer-L11,gbb-lg,ahenelke_AR_f91250e2,2,2,14,0,0.005162241887905605,0,0.9820135650923547
20210225-Large-0FT_transformer-L11,gbb-lg,ahenenye_AR_26e38054,1,1,13,0,0.004791743457427202,0,0.9833044666130287
20210225-Large-0FT_transformer-L11,gbb-lg,ahenewatye_AR_f19bb6b9,1,1,26,0,0.009583486914854404,0,0.9666089332260575
20210225-Large-0FT_transformer-L11,gbb-lg,ahenge_AR_3cf4f2f2,1,0,31,1,0.011422254974207811,1,-0.03979775648898709
20210225-Large-0FT_transformer-L11,gbb-lg,aheninenke_AR_673abbe4,1,1,16,0,0.005897530409141172,0,0.9794516512160354
20210225-Large-0FT_transformer-L11,gbb-lg,aherne_AR_3e50bcbb,1,1,158,0,0.058238112790269074,0,0.7970850557583492
20210225-Large-0FT_transformer-L11,gbb-lg,aherrke_AR_d0f9abeb,3,3,36,0,0.013279232755440797,0,0.9537321069477993
20210225-Large-0FT_transformer-L11,gbb-lg,akanpere_AR_5dc873ee,2,2,66,0,0.024336283185840708,0,0.9152068068639578
20210225-Large-0FT_transformer-L11,gbb-lg,akarre_AR_7826d413,1,0,60,1,0.02210759027266028,1,-0.07702791578513635
20210225-Large-0FT_transformer-L11,gbb-lg,akenke_AR_91fbb922,1,1,20,0,0.007371913011426466,0,0.9743145640200442
20210225-Large-0FT_transformer-L11,gbb-lg,akepe_AR_226e79e,2,0,21,2,0.007737656595431098,1,-0.0269597705247977
20210225-Large-0FT_transformer-L11,gbb-lg,akeyalthe_AR_7426ada2,1,1,87,0,0.03206782159970512,0,0.8882683534871922
20210225-Large-0FT_transformer-L11,gbb-lg,akwelye_AR_a449171a,1,1,43,0,0.0158496129745669,0,0.944776312643095
20210225-Large-0FT_transformer-L11,gbb-lg,akwerre_AR_29270d09,1,0,11,1,0.0040530582166543845,1,-0.014121784560608308
20210225-Large-0FT_transformer-L11,gbb-lg,alantye_AR_9d90e1bd,2,2,288,0,0.10619469026548672,0,0.6299933390427253
20210225-Large-0FT_transformer-L11,gbb-lg,alarrenke_AR_39cb7463,3,3,103,0,0.03799336038362228,0,0.8676224171006479
20210225-Large-0FT_transformer-L11,gbb-lg,aleke_AR_6bfed816,37,35,79,2,0.029488615154908547,0.05405405405405406,0.8432008463327323
20210225-Large-0FT_transformer-L11,gbb-lg,alele_AR_b7d28242,6,1,69,5,0.025433099889421305,0.8333333333333334,0.07805191253581911
20210225-Large-0FT_transformer-L11,gbb-lg,aleme_AR_d3b7d177,12,12,86,0,0.03182827535159141,0,0.8891029875652975
20210225-Large-0FT_transformer-L11,gbb-lg,alemewane_AR_d26708aa,2,2,14,0,0.005162241887905605,0,0.9820135650923547
20210225-Large-0FT_transformer-L11,gbb-lg,alhewere_AR_581d2f45,2,2,129,0,0.04756637168141593,0,0.834267849779554
20210225-Large-0FT_transformer-L11,gbb-lg,alhwenge_AR_c1c0bcc5,5,5,84,0,0.031007751937984496,0,0.8919618793587286
20210225-Large-0FT_transformer-L11,gbb-lg,alkaperte_AR_7659d8b8,6,4,4,2,0.0014760147601476014,0.33333333333333337,0.6615238926582814
20210225-Large-0FT_transformer-L11,gbb-lg,alkenhe_AR_62807356,12,7,19,5,0.007018840044329516,0.41666666666666663,0.5588780845623917
20210225-Large-0FT_transformer-L11,gbb-lg,alkere_AR_7f8edb41,1,1,33,0,0.012163656468853668,0,0.957619030633073
20210225-Large-0FT_transformer-L11,gbb-lg,altyarrenke_AR_c8b7caf3,1,1,45,0,0.016586804275709546,0,0.9422077690450995
20210225-Large-0FT_transformer-L11,gbb-lg,ametye_AR_506952b9,1,1,39,0,0.014375230372281608,0,0.9499133998390862
20210225-Large-0FT_transformer-L11,gbb-lg,ampeny-ampenye_AR_dfdc0849,1,1,18,0,0.006634721710283818,0,0.9768831076180398
20210225-Large-0FT_transformer-L11,gbb-lg,ampenye_AR_b0d60a65,1,1,190,0,0.07003317360855142,0,0.7559883581904199
20210225-Large-0FT_transformer-L11,gbb-lg,anatye_AR_bfdf1dc2,9,8,14,1,0.005173688100517369,0.11111111111111116,0.8708625727508497
20210225-Large-0FT_transformer-L11,gbb-lg,anenke_AR_6731ed8,8,7,281,1,0.10380495012929442,0.125,0.5133197418613366
20210225-Large-0FT_transformer-L11,gbb-lg,angenke_AR_1da0bac4,1,1,152,0,0.056026538886841136,0,0.804790686552336
20210225-Large-0FT_transformer-L11,gbb-lg,angkenke_AR_12a322f2,1,1,104,0,0.03833394765941762,0,0.8664357329042298
20210225-Large-0FT_transformer-L11,gbb-lg,angketye_AR_1207cddd,4,2,34,2,0.012536873156342183,0.5,0.4563186580814329
20210225-Large-0FT_transformer-L11,gbb-lg,angkwetye_AR_8e2389fb,1,1,4,0,0.001474382602285293,0,0.9948629128040088
20210225-Large-0FT_transformer-L11,gbb-lg,ankeyalthe_AR_cab8f735,1,1,8,0,0.002948765204570586,0,0.9897258256080177
20210225-Large-0FT_transformer-L11,gbb-lg,ankeye_AR_188ec55b,1,1,81,0,0.029856247696277184,0,0.895973984281179
20210225-Large-0FT_transformer-L11,gbb-lg,antengetheye_AR_fdf19d7f,1,1,15,0,0.0055289347585698485,0,0.9807359230150332
20210225-Large-0FT_transformer-L11,gbb-lg,antere_AR_7a3f32d3,1,1,296,0,0.10910431256911168,0,0.6198555474966543
20210225-Large-0FT_transformer-L11,gbb-lg,antethe_AR_7555705,2,0,38,2,0.01400147383935151,1,-0.04878434666391973
20210225-Large-0FT_transformer-L11,gbb-lg,anthwerrke_AR_4b4751a8,2,2,6,0,0.0022123893805309734,0,0.9922915278967235
20210225-Large-0FT_transformer-L11,gbb-lg,antyenke_AR_deb81b2e,1,1,20,0,0.007371913011426466,0,0.9743145640200442
20210225-Large-0FT_transformer-L11,gbb-lg,anwengere_AR_e602eda0,1,1,166,0,0.06118687799483966,0,0.7868108813663669
20210225-Large-0FT_transformer-L11,gbb-lg,apapenye_AR_5ea1ef0d,2,1,15,1,0.0055289347585698485,0.5,0.4807359230150332
20210225-Large-0FT_transformer-L11,gbb-lg,apenerne_AR_d129d8dc,10,8,71,2,0.0262379896526238,0.19999999999999996,0.7085808252999442
20210225-Large-0FT_transformer-L11,gbb-lg,apenge_AR_c3a19468,5,1,45,4,0.016586804275709546,0.8,0.14220776904509946
20210225-Large-0FT_transformer-L11,gbb-lg,apenke_AR_e1336a65,47,3,7,44,0.0025820730357801547,0.9361702127659575,0.05483325247389237
20210225-Large-0FT_transformer-L11,gbb-lg,apenkerne_AR_58711177,8,8,80,0,0.029563932002956393,0,0.8969924792112046
20210225-Large-0FT_transformer-L11,gbb-lg,apertangkwerle_AR_dcfb0d30,1,1,14,0,0.005160339107998526,0,0.9820201948140309
20210225-Large-0FT_transformer-L11,gbb-lg,apeye_AR_d50d08c4,4,4,95,0,0.03505535055350553,0,0.8778591173008504
20210225-Large-0FT_transformer-L11,gbb-lg,apmere_AR_76a45eef,29,10,10,19,0.0036982248520710057,0.6551724137931034,0.3319421224839638
20210225-Large-0FT_transformer-L11,gbb-lg,arenke_AR_341b6be8,10,9,21,1,0.007763401109057301,0.09999999999999998,0.8729505296841771
20210225-Large-0FT_transformer-L11,gbb-lg,arine_AR_2e4e00aa,5,5,67,0,0.024732373569582872,0,0.9138267371075574
20210225-Large-0FT_transformer-L11,gbb-lg,arinenge_AR_236236c9,4,4,52,0,0.01918819188191882,0,0.9331439378909918
20210225-Large-0FT_transformer-L11,gbb-lg,arlelke_AR_c96d76c3,11,6,35,5,0.01292466765140325,0.4545454545454546,0.5004220385587421
20210225-Large-0FT_transformer-L11,gbb-lg,arlenge_AR_e654a1af,3,3,297,0,0.10955367023238657,0,0.6182898823193441
20210225-Large-0FT_transformer-L11,gbb-lg,arlety-arletye_AR_65798f3,1,1,5,0,0.0018429782528566164,0,0.993578641005011
20210225-Large-0FT_transformer-L11,gbb-lg,arletye_AR_3c36721f,1,1,41,0,0.015112421673424253,0,0.9473448562410907
20210225-Large-0FT_transformer-L11,gbb-lg,arlkeny-arlkenye_AR_d1af7a5c,2,1,0,1,0,0.5,0.5
20210225-Large-0FT_transformer-L11,gbb-lg,arlkenye_AR_42e8f70e,1,1,17,0,0.006266126059712496,0,0.9781673794170376
20210225-Large-0FT_transformer-L11,gbb-lg,arlkerre_AR_db2b3bd2,2,2,3,0,0.0011061946902654867,0,0.9961457639483617
20210225-Large-0FT_transformer-L11,gbb-lg,arlpalhe_AR_7ec7b4d0,1,1,8,0,0.002948765204570586,0,0.9897258256080177
20210225-Large-0FT_transformer-L11,gbb-lg,arlwenthe_AR_61480482,1,1,165,0,0.06081828234426834,0,0.7880951531653647
20210225-Large-0FT_transformer-L11,gbb-lg,arlweye_AR_e38e33d8,5,3,178,2,0.06565842862412394,0.4,0.37123097324189647
20210225-Large-0FT_transformer-L11,gbb-lg,arntarrtyenke_AR_a5737125,1,1,13,0,0.004791743457427202,0,0.9833044666130287
20210225-Large-0FT_transformer-L11,gbb-lg,arntetye_AR_35fed617,7,2,0,5,0,0.7142857142857143,0.2857142857142857
20210225-Large-0FT_transformer-L11,gbb-lg,arrenentye_AR_7e2b353,3,3,5,0,0.0018443378827001106,0,0.9935739037427499
20210225-Large-0FT_transformer-L11,gbb-lg,arrenke_AR_4e404995,1,1,34,0,0.012532252119424991,0,0.9563347588340751
20210225-Large-0FT_transformer-L11,gbb-lg,arrilpe_AR_ea9fa422,1,0,2,1,7.369196757553427e-4,1,-0.002567597192837834
20210225-Large-0FT_transformer-L11,gbb-lg,arrkwentye_AR_e44c6434,1,1,3,0,0.0011057869517139699,0,0.9961471846030067
20210225-Large-0FT_transformer-L11,gbb-lg,arrmaly-arrmalye_AR_65347b50,1,1,1,0,3.6859565057132326e-4,0,0.9987157282010022
20210225-Large-0FT_transformer-L11,gbb-lg,arrwekele_AR_c602e8a4,2,2,7,0,0.0025811209439528023,0,0.9910067825461774
20210225-Large-0FT_transformer-L11,gbb-lg,artenke_AR_fba5e160,1,0,6,1,0.002210759027266028,1,-0.0077027915785137235
20210225-Large-0FT_transformer-L11,gbb-lg,artnpenke_AR_2e64dcaf,2,2,5,0,0.0018436578171091445,0,0.9935762732472695
20210225-Large-0FT_transformer-L11,gbb-lg,artntapenye_AR_517b65aa,1,1,43,0,0.0158496129745669,0,0.944776312643095
20210225-Large-0FT_transformer-L11,gbb-lg,artnwenge_AR_e2ab30b,36,22,10,14,0.003714710252600297,0.38888888888888884,0.5981682084711372
20210225-Large-0FT_transformer-L11,gbb-lg,artweye_AR_de750403,40,24,18,16,0.006691449814126394,0.4,0.5766854538913538
20210225-Large-0FT_transformer-L11,gbb-lg,arwele_AR_f6d0521c,13,5,18,8,0.006644518272425249,0.6153846153846154,0.36146435876368355
20210225-Large-0FT_transformer-L11,gbb-lg,arwengerrpe_AR_ec44b566,2,2,29,0,0.010693215339233038,0,0.9627423848341633
20210225-Large-0FT_transformer-L11,gbb-lg,aytnenke_AR_7f09aa0e,2,2,25,0,0.009218289085545723,0,0.9678813662363477
20210225-Large-0FT_transformer-L11,gbb-lg,elapenye_AR_260fcec5,1,1,7,0,0.002580169553999263,0,0.9910100974070155
20210225-Large-0FT_transformer-L11,gbb-lg,elepe_AR_ae7a13bb,1,1,9,0,0.003317360855141909,0,0.9884415538090199
20210225-Large-0FT_transformer-L11,gbb-lg,elere_AR_641bcf55,1,1,74,0,0.02727607814227792,0,0.9049638868741635
20210225-Large-0FT_transformer-L11,gbb-lg,eletnhenke_AR_8ef580f1,3,3,15,0,0.005533013648100332,0,0.9807217112282497
20210225-Large-0FT_transformer-L11,gbb-lg,elewarte_AR_2843efc7,3,3,145,0,0.05348579859830321,0,0.8136432085397471
20210225-Large-0FT_transformer-L11,gbb-lg,elkwerr-elkwerre_AR_493fe4fa,1,1,1,0,3.6859565057132326e-4,0,0.9987157282010022
20210225-Large-0FT_transformer-L11,gbb-lg,elkwerre_AR_4da1cbfd,1,1,4,0,0.001474382602285293,0,0.9948629128040088
20210225-Large-0FT_transformer-L11,gbb-lg,elpalh-elpalhe_AR_ed45d6cc,1,1,3,0,0.0011057869517139699,0,0.9961471846030067
20210225-Large-0FT_transformer-L11,gbb-lg,elpalhe_AR_934ee156,1,1,20,0,0.007371913011426466,0,0.9743145640200442
20210225-Large-0FT_transformer-L11,gbb-lg,elpathenke_AR_e23b9243,4,4,8,0,0.002952029520295203,0,0.9897144519832295
20210225-Large-0FT_transformer-L11,gbb-lg,elpaye_AR_57040f96,12,12,21,0,0.007772020725388601,0,0.9729204969636192
20210225-Large-0FT_transformer-L11,gbb-lg,elpere_AR_a23ff0a8,3,3,15,0,0.005533013648100332,0,0.9807217112282497
20210225-Large-0FT_transformer-L11,gbb-lg,eltewenke_AR_ad2c4cd0,1,1,8,0,0.002948765204570586,0,0.9897258256080177
20210225-Large-0FT_transformer-L11,gbb-lg,elweme_AR_3d90997a,1,1,88,0,0.03243641725027645,0,0.8869840816881945
20210225-Large-0FT_transformer-L11,gbb-lg,elwewe_AR_5c97b892,3,3,81,0,0.029878273699741793,0,0.8958972406325484
20210225-Large-0FT_transformer-L11,gbb-lg,elwewenhanthe_AR_74887eb6,3,3,35,0,0.012910365178900774,0,0.9550173261992493
20210225-Large-0FT_transformer-L11,gbb-lg,enwenke_AR_c320fec3,1,1,137,0,0.050497604128271284,0,0.8240547635373028
20210225-Large-0FT_transformer-L11,gbb-lg,erretarrenke_AR_1344ccd3,1,1,23,0,0.008477699963140435,0,0.9704617486230508
20210225-Large-0FT_transformer-L11,gbb-lg,erreyakwerre_AR_f75b1c8f,1,1,5,0,0.0018429782528566164,0,0.993578641005011
20210225-Large-0FT_transformer-L11,gbb-lg,errpatye_AR_4983184c,3,1,1,2,3.6859565057132326e-4,0.6666666666666667,0.33204906153433544
20210225-Large-0FT_transformer-L11,gbb-lg,errtyarte_AR_3d71c8f3,3,3,5,0,0.0018443378827001106,0,0.9935739037427499
20210225-Large-0FT_transformer-L11,gbb-lg,errtywerne_AR_e7a2ee7f,1,1,12,0,0.0044231478068558795,0,0.9845887384120265
20210225-Large-0FT_transformer-L11,gbb-lg,errwanthe_AR_c1cb86eb,9,5,46,4,0.01698043558508675,0.4444444444444444,0.49639182282343075
20210225-Large-0FT_transformer-L11,gbb-lg,etak-etake_AR_30b32d69,2,2,0,0,0,0,1
20210225-Large-0FT_transformer-L11,gbb-lg,ethwenke_AR_80f842a1,1,1,61,0,0.02248433468485072,0,0.9216594202611348
20210225-Large-0FT_transformer-L11,gbb-lg,etnpenke_AR_27562671,1,1,12,0,0.0044231478068558795,0,0.9845887384120265
20210225-Large-0FT_transformer-L11,gbb-lg,etnyenke_AR_cc407d45,2,2,17,0,0.006268436578171091,0,0.9781593290407165
20210225-Large-0FT_transformer-L11,gbb-lg,ilawe_AR_8eba867e,2,2,271,0,0.09992625368731563,0,0.6518340100020089
20210225-Large-0FT_transformer-L11,gbb-lg,ilenke_AR_97b7c72b,5,5,274,0,0.10114433370247324,0,0.6475899398129956
20210225-Large-0FT_transformer-L11,gbb-lg,ilentye_AR_80e95e1b,1,0,55,1,0.020265291083271922,1,-0.07060892280304176
20210225-Large-0FT_transformer-L11,gbb-lg,ilpere_AR_511aca6,1,1,35,0,0.012900847769996313,0,0.9550504870350773
20210225-Large-0FT_transformer-L11,gbb-lg,ilwekere_AR_6b65514f,1,1,52,0,0.01916697382970881,0,0.9332178664521149
20210225-Large-0FT_transformer-L11,gbb-lg,iterrtye_AR_9abde085,3,2,11,1,0.004056047197640118,0.33333333333333337,0.6525344678106596
20210225-Large-0FT_transformer-L11,gbb-lg,iteye_AR_3f44897,2,2,39,0,0.014380530973451327,0,0.9498949313287024
20210225-Large-0FT_transformer-L11,gbb-lg,karntape_AR_12c94267,1,1,24,0,0.008846295613711759,0,0.9691774768240531
20210225-Large-0FT_transformer-L11,gbb-lg,kaytetye_AR_c1f28796,5,0,2,5,7.369196757553427e-4,1,-0.002567597192837834
20210225-Large-0FT_transformer-L11,gbb-lg,kwathenke_AR_d4ba1235,2,1,22,1,0.008109104312569112,0.5,0.4717460204220486
20210225-Large-0FT_transformer-L11,gbb-lg,kwelharre_AR_88dda684,3,1,89,2,0.03280501290084777,0.6666666666666667,0.21903314322252998
20210225-Large-0FT_transformer-L11,gbb-lg,kwenyele_AR_6c2e2922,8,2,8,6,0.0029498525073746312,0.75,0.23972203719563123
20210225-Large-0FT_transformer-L11,gbb-lg,kwereyenge_AR_ab9727be,2,1,79,1,0.029119056395134537,0.5,0.39854252787917466
20210225-Large-0FT_transformer-L11,gbb-lg,kwetange_AR_b8586077,1,1,34,0,0.012532252119424991,0,0.9563347588340751
20210225-Large-0FT_transformer-L11,gbb-lg,kwetnaye_AR_1c6177ff,3,3,74,0,0.02729620066396164,0,0.9048937753926986
20210225-Large-0FT_transformer-L11,gbb-lg,mpwarenke_AR_5a57b1dc,1,1,22,0,0.008109104312569112,0,0.9717460204220486
20210225-Large-0FT_transformer-L11,gbb-lg,mpwewanthe_AR_56c4b689,1,0,107,1,0.039425202652910836,1,-0.13736644981682655
20210225-Large-0FT_transformer-L11,gbb-lg,nantewe_AR_93b565d7,4,4,149,0,0.05498154981549815,0,0.8084316681876497
20210225-Large-0FT_transformer-L11,gbb-lg,ngayele_AR_35cee21d,2,2,32,0,0.011799410029498525,0,0.958888148782525
20210225-Large-0FT_transformer-L11,gbb-lg,ngkeyenge_AR_213b00,3,3,83,0,0.030616008852821838,0,0.8933268021296483
20210225-Large-0FT_transformer-L11,gbb-lg,ngwetyanpe_AR_addfe485,4,4,11,0,0.004059040590405904,0,0.9858573714769405
20210225-Large-0FT_transformer-L11,gbb-lg,nhaperte_AR_9f3a22aa,1,0,98,1,0.03610906411201179,1,-0.12581226244905608
20210225-Large-0FT_transformer-L11,gbb-lg,ntewenhe_AR_551061e9,4,1,112,3,0.04128271286398821,0.75,0.10616155851224751
20210225-Large-0FT_transformer-L11,gbb-lg,nthakenhe_AR_3e9dd1ea,7,2,25,5,0.009218289085545723,0.7142857142857143,0.2535956519506334
20210225-Large-0FT_transformer-L11,gbb-lg,nthapenyarte_AR_2094c375,2,2,66,0,0.024336283185840708,0,0.9152068068639578
20210225-Large-0FT_transformer-L11,gbb-lg,ntheketyarte_AR_407573de,2,2,12,0,0.004424778761061947,0,0.9845830557934468
20210225-Large-0FT_transformer-L11,gbb-lg,nthewarte_AR_ee0965f,7,2,47,5,0.01733038348082596,0.7142857142857143,0.22533125423861933
20210225-Large-0FT_transformer-L11,gbb-lg,nthewartetyarte_AR_806841b5,2,2,11,0,0.004056047197640118,0,0.985867801143993
20210225-Large-0FT_transformer-L11,gbb-lg,nyerralthe_AR_a1ffebff,1,1,16,0,0.005897530409141172,0,0.9794516512160354
